"InterventionId","SubjectId","ParentSubjectId","SubjectName","SubjectLevel","SubjectType"
7933,37,32,"Factors, Multiples and Primes",2,"Topic"
7933,219,37,"Factors and Highest Common Factor",3,"Subtopic"
7933,220,37,"Multiples and Lowest Common Multiple",3,"Subtopic"
7941,32,3,"Number",1,"Subject"
7941,49,3,"Algebra",1,"Subject"
7941,144,32,"Basic Arithmetic",2,"Topic"
7941,62,49,"Writing and Simplifying Expressions",2,"Topic"
7941,154,49,"Solving Equations",2,"Topic"
7941,64,154,"Linear Equations",3,"Subtopic"
7941,70,62,"Writing Expressions",3,"Subtopic"
7941,203,144,"Mental Addition and Subtraction",3,"Subtopic"
7942,32,3,"Number",1,"Subject"
7942,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
7942,44,32,"Percentages",2,"Topic"
7942,237,38,"Converting between Fractions and Decimals",3,"Subtopic"
7942,239,38,"Converting between Decimals and Percentages",3,"Subtopic"
7942,238,38,"Converting between Fractions and Percentages",3,"Subtopic"
7942,233,44,"Percentages of an Amount",3,"Subtopic"
7950,49,3,"Algebra",1,"Subject"
7950,154,49,"Solving Equations",2,"Topic"
7950,64,154,"Linear Equations",3,"Subtopic"
7957,32,3,"Number",1,"Subject"
7957,144,32,"Basic Arithmetic",2,"Topic"
7957,204,144,"Mental Multiplication and Division",3,"Subtopic"
7957,206,144,"Written Subtraction",3,"Subtopic"
7975,101,3,"Data and Statistics",1,"Subject"
7975,342,101,"Data Representation",2,"Topic"
7975,117,342,"Time Series and Line Graphs",3,"Subtopic"
7976,49,3,"Algebra",1,"Subject"
7976,32,3,"Number",1,"Subject"
7976,144,32,"Basic Arithmetic",2,"Topic"
7976,156,49,"Formula",2,"Topic"
7976,154,49,"Solving Equations",2,"Topic"
7976,203,144,"Mental Addition and Subtraction",3,"Subtopic"
7976,1210,154,"Solving Equations-Others",3,"Subtopic"
7976,67,156,"Substitution into Formula",3,"Subtopic"
7976,1636,144,"Systematic Listing Strategies",3,"Subtopic"
7978,32,3,"Number",1,"Subject"
7978,36,32,"Decimals",2,"Topic"
7978,224,36,"Multiplying and Dividing with Decimals",3,"Subtopic"
7986,71,3,"Geometry and Measure",1,"Subject"
7986,278,71,"Transformations",2,"Topic"
7986,92,278,"Reflection",3,"Subtopic"
7998,49,3,"Algebra",1,"Subject"
7998,154,49,"Solving Equations",2,"Topic"
7998,63,154,"Simultaneous Equations",3,"Subtopic"
8007,71,3,"Geometry and Measure",1,"Subject"
8007,98,71,"Units of Measurement",2,"Topic"
8007,198,98,"Weight Units",3,"Subtopic"
8007,196,98,"Area Units",3,"Subtopic"
8007,195,98,"Length Units",3,"Subtopic"
8010,101,3,"Data and Statistics",1,"Subject"
8010,342,101,"Data Representation",2,"Topic"
8010,117,342,"Time Series and Line Graphs",3,"Subtopic"
8019,101,3,"Data and Statistics",1,"Subject"
8019,342,101,"Data Representation",2,"Topic"
8019,117,342,"Time Series and Line Graphs",3,"Subtopic"
8022,32,3,"Number",1,"Subject"
8022,39,32,"Fractions",2,"Topic"
8022,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
8022,230,39,"Adding and Subtracting Fractions",3,"Subtopic"
8022,237,38,"Converting between Fractions and Decimals",3,"Subtopic"
8025,32,3,"Number",1,"Subject"
8025,144,32,"Basic Arithmetic",2,"Topic"
8025,203,144,"Mental Addition and Subtraction",3,"Subtopic"
8031,32,3,"Number",1,"Subject"
8031,46,32,"Ratio",2,"Topic"
8031,240,46,"Simplifying and Equivalent Ratios",3,"Subtopic"
8045,101,3,"Data and Statistics",1,"Subject"
8045,342,101,"Data Representation",2,"Topic"
8045,117,342,"Time Series and Line Graphs",3,"Subtopic"
8049,32,3,"Number",1,"Subject"
8049,144,32,"Basic Arithmetic",2,"Topic"
8049,204,144,"Mental Multiplication and Division",3,"Subtopic"
8060,32,3,"Number",1,"Subject"
8060,71,3,"Geometry and Measure",1,"Subject"
8060,272,71,"Similarity and Congruency",2,"Topic"
8060,45,32,"Proportion",2,"Topic"
8060,331,32,"Money",2,"Topic"
8060,243,45,"Direct Proportion",3,"Subtopic"
8060,90,272,"Length Scale Factors in Similar Shapes",3,"Subtopic"
8060,332,331,"Currency Conversions",3,"Subtopic"
8061,32,3,"Number",1,"Subject"
8061,101,3,"Data and Statistics",1,"Subject"
8061,71,3,"Geometry and Measure",1,"Subject"
8061,98,71,"Units of Measurement",2,"Topic"
8061,144,32,"Basic Arithmetic",2,"Topic"
8061,342,101,"Data Representation",2,"Topic"
8061,331,32,"Money",2,"Topic"
8061,1650,342,"Frequency Trees",3,"Subtopic"
8061,106,342,"Block Graphs and Bar Charts",3,"Subtopic"
8061,41,331,"Basic Money",3,"Subtopic"
8061,203,144,"Mental Addition and Subtraction",3,"Subtopic"
8061,209,98,"Time",3,"Subtopic"
8064,32,3,"Number",1,"Subject"
8064,39,32,"Fractions",2,"Topic"
8064,230,39,"Adding and Subtracting Fractions",3,"Subtopic"
8064,229,39,"Converting Mixed Number and Improper Fractions",3,"Subtopic"
8089,101,3,"Data and Statistics",1,"Subject"
8089,348,101,"Probability",2,"Topic"
8089,111,348,"Probability of Single Events",3,"Subtopic"
8092,49,3,"Algebra",1,"Subject"
8092,62,49,"Writing and Simplifying Expressions",2,"Topic"
8092,70,62,"Writing Expressions",3,"Subtopic"
8094,32,3,"Number",1,"Subject"
8094,141,32,"Rounding and Estimating",2,"Topic"
8094,213,141,"Rounding to the Nearest Whole (10, 100, etc)",3,"Subtopic"
8112,32,3,"Number",1,"Subject"
8112,49,3,"Algebra",1,"Subject"
8112,62,49,"Writing and Simplifying Expressions",2,"Topic"
8112,144,32,"Basic Arithmetic",2,"Topic"
8112,70,62,"Writing Expressions",3,"Subtopic"
8112,204,144,"Mental Multiplication and Division",3,"Subtopic"
8112,203,144,"Mental Addition and Subtraction",3,"Subtopic"
8112,202,144,"Place Value",3,"Subtopic"
8112,206,144,"Written Subtraction",3,"Subtopic"
8118,32,3,"Number",1,"Subject"
8118,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
8118,237,38,"Converting between Fractions and Decimals",3,"Subtopic"
8118,238,38,"Converting between Fractions and Percentages",3,"Subtopic"
8118,239,38,"Converting between Decimals and Percentages",3,"Subtopic"
8123,101,3,"Data and Statistics",1,"Subject"
8123,49,3,"Algebra",1,"Subject"
8123,71,3,"Geometry and Measure",1,"Subject"
8123,62,49,"Writing and Simplifying Expressions",2,"Topic"
8123,178,71,"Perimeter and Area",2,"Topic"
8123,338,101,"Data Processing",2,"Topic"
8123,102,338,"Averages (mean, median, mode) from a List of Data",3,"Subtopic"
8123,75,178,"Area of Simple Shapes",3,"Subtopic"
8123,179,178,"Compound Area",3,"Subtopic"
8123,253,62,"Dividing Terms",3,"Subtopic"
8129,49,3,"Algebra",1,"Subject"
8129,154,49,"Solving Equations",2,"Topic"
8129,64,154,"Linear Equations",3,"Subtopic"
8130,32,3,"Number",1,"Subject"
8130,144,32,"Basic Arithmetic",2,"Topic"
8130,202,144,"Place Value",3,"Subtopic"
8141,49,3,"Algebra",1,"Subject"
8141,154,49,"Solving Equations",2,"Topic"
8141,64,154,"Linear Equations",3,"Subtopic"
8151,101,3,"Data and Statistics",1,"Subject"
8151,338,101,"Data Processing",2,"Topic"
8151,102,338,"Averages (mean, median, mode) from a List of Data",3,"Subtopic"
8152,101,3,"Data and Statistics",1,"Subject"
8152,338,101,"Data Processing",2,"Topic"
8152,102,338,"Averages (mean, median, mode) from a List of Data",3,"Subtopic"
8165,32,3,"Number",1,"Subject"
8165,71,3,"Geometry and Measure",1,"Subject"
8165,45,32,"Proportion",2,"Topic"
8165,272,71,"Similarity and Congruency",2,"Topic"
8165,331,32,"Money",2,"Topic"
8165,332,331,"Currency Conversions",3,"Subtopic"
8165,243,45,"Direct Proportion",3,"Subtopic"
8165,90,272,"Length Scale Factors in Similar Shapes",3,"Subtopic"
8167,32,3,"Number",1,"Subject"
8167,39,32,"Fractions",2,"Topic"
8167,225,39,"Fractions of an Amount",3,"Subtopic"
8169,32,3,"Number",1,"Subject"
8169,42,32,"Negative Numbers",2,"Topic"
8169,40,32,"Indices, Powers and Roots",2,"Topic"
8169,245,40,"Squares, Cubes, etc",3,"Subtopic"
8169,212,42,"Multiplying and Dividing Negative Numbers",3,"Subtopic"
8171,32,3,"Number",1,"Subject"
8171,144,32,"Basic Arithmetic",2,"Topic"
8171,36,32,"Decimals",2,"Topic"
8171,33,144,"BIDMAS",3,"Subtopic"
8171,224,36,"Multiplying and Dividing with Decimals",3,"Subtopic"
8173,32,3,"Number",1,"Subject"
8173,44,32,"Percentages",2,"Topic"
8173,233,44,"Percentages of an Amount",3,"Subtopic"
8176,49,3,"Algebra",1,"Subject"
8176,154,49,"Solving Equations",2,"Topic"
8176,649,154,"Function Machines",3,"Subtopic"
8194,32,3,"Number",1,"Subject"
8194,144,32,"Basic Arithmetic",2,"Topic"
8194,203,144,"Mental Addition and Subtraction",3,"Subtopic"
8202,32,3,"Number",1,"Subject"
8202,44,32,"Percentages",2,"Topic"
8202,233,44,"Percentages of an Amount",3,"Subtopic"
8216,71,3,"Geometry and Measure",1,"Subject"
8216,74,71,"Angles",2,"Topic"
8216,272,71,"Similarity and Congruency",2,"Topic"
8216,439,74,"Angles in Triangles",3,"Subtopic"
8216,80,272,"Congruency in Triangles",3,"Subtopic"
8216,90,272,"Length Scale Factors in Similar Shapes",3,"Subtopic"
8217,32,3,"Number",1,"Subject"
8217,37,32,"Factors, Multiples and Primes",2,"Topic"
8217,221,37,"Prime Numbers and Prime Factors",3,"Subtopic"
8220,32,3,"Number",1,"Subject"
8220,144,32,"Basic Arithmetic",2,"Topic"
8220,203,144,"Mental Addition and Subtraction",3,"Subtopic"
8220,204,144,"Mental Multiplication and Division",3,"Subtopic"
8221,32,3,"Number",1,"Subject"
8221,144,32,"Basic Arithmetic",2,"Topic"
8221,36,32,"Decimals",2,"Topic"
8221,206,144,"Written Subtraction",3,"Subtopic"
8221,224,36,"Multiplying and Dividing with Decimals",3,"Subtopic"
8221,222,36,"Ordering Decimals",3,"Subtopic"
8233,32,3,"Number",1,"Subject"
8233,37,32,"Factors, Multiples and Primes",2,"Topic"
8233,219,37,"Factors and Highest Common Factor",3,"Subtopic"
8233,220,37,"Multiples and Lowest Common Multiple",3,"Subtopic"
8245,32,3,"Number",1,"Subject"
8245,36,32,"Decimals",2,"Topic"
8245,224,36,"Multiplying and Dividing with Decimals",3,"Subtopic"
8249,32,3,"Number",1,"Subject"
8249,45,32,"Proportion",2,"Topic"
8249,243,45,"Direct Proportion",3,"Subtopic"
8251,49,3,"Algebra",1,"Subject"
8251,61,49,"Sequences",2,"Topic"
8251,171,61,"Linear Sequences (nth term)",3,"Subtopic"
8259,71,3,"Geometry and Measure",1,"Subject"
8259,174,71,"2D Names and Properties of Shapes",2,"Topic"
8259,88,174,"Properties of Quadrilaterals",3,"Subtopic"
8264,32,3,"Number",1,"Subject"
8264,141,32,"Rounding and Estimating",2,"Topic"
8264,215,141,"Rounding to Significant Figures",3,"Subtopic"
8286,32,3,"Number",1,"Subject"
8286,40,32,"Indices, Powers and Roots",2,"Topic"
8286,35,32,"Calculator Use",2,"Topic"
8286,47,40,"Standard Form",3,"Subtopic"
8286,217,35,"Basic Calculator Use",3,"Subtopic"
8287,71,3,"Geometry and Measure",1,"Subject"
8287,74,71,"Angles",2,"Topic"
8287,181,74,"Basic Angle Facts (straight line, opposite, around a point, etc)",3,"Subtopic"
8290,32,3,"Number",1,"Subject"
8290,39,32,"Fractions",2,"Topic"
8290,228,39,"Ordering Fractions",3,"Subtopic"
8302,32,3,"Number",1,"Subject"
8302,44,32,"Percentages",2,"Topic"
8302,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
8302,237,38,"Converting between Fractions and Decimals",3,"Subtopic"
8302,238,38,"Converting between Fractions and Percentages",3,"Subtopic"
8302,233,44,"Percentages of an Amount",3,"Subtopic"
8302,239,38,"Converting between Decimals and Percentages",3,"Subtopic"
8304,32,3,"Number",1,"Subject"
8304,49,3,"Algebra",1,"Subject"
8304,156,49,"Formula",2,"Topic"
8304,42,32,"Negative Numbers",2,"Topic"
8304,37,32,"Factors, Multiples and Primes",2,"Topic"
8304,61,49,"Sequences",2,"Topic"
8304,62,49,"Writing and Simplifying Expressions",2,"Topic"
8304,171,61,"Linear Sequences (nth term)",3,"Subtopic"
8304,220,37,"Multiples and Lowest Common Multiple",3,"Subtopic"
8304,219,37,"Factors and Highest Common Factor",3,"Subtopic"
8304,67,156,"Substitution into Formula",3,"Subtopic"
8304,70,62,"Writing Expressions",3,"Subtopic"
8304,211,42,"Adding and Subtracting Negative Numbers",3,"Subtopic"
8307,32,3,"Number",1,"Subject"
8307,144,32,"Basic Arithmetic",2,"Topic"
8307,202,144,"Place Value",3,"Subtopic"
8307,200,144,"Counting",3,"Subtopic"
8311,32,3,"Number",1,"Subject"
8311,49,3,"Algebra",1,"Subject"
8311,81,49,"Co-ordinates",2,"Topic"
8311,45,32,"Proportion",2,"Topic"
8311,54,49,"Straight Line Graphs",2,"Topic"
8311,243,45,"Direct Proportion",3,"Subtopic"
8311,1170,54,"Straight Line Graphs-Others",3,"Subtopic"
8311,258,54,"Horizontal and Vertical Lines",3,"Subtopic"
8311,406,81,"Naming Co-ordinates in 2D",3,"Subtopic"
8324,32,3,"Number",1,"Subject"
8324,40,32,"Indices, Powers and Roots",2,"Topic"
8324,141,32,"Rounding and Estimating",2,"Topic"
8324,34,141,"Upper and Lower Bounds",3,"Subtopic"
8324,245,40,"Squares, Cubes, etc",3,"Subtopic"
8324,215,141,"Rounding to Significant Figures",3,"Subtopic"
8324,47,40,"Standard Form",3,"Subtopic"
8325,32,3,"Number",1,"Subject"
8325,37,32,"Factors, Multiples and Primes",2,"Topic"
8325,219,37,"Factors and Highest Common Factor",3,"Subtopic"
8325,220,37,"Multiples and Lowest Common Multiple",3,"Subtopic"
8331,32,3,"Number",1,"Subject"
8331,39,32,"Fractions",2,"Topic"
8331,226,39,"Equivalent Fractions",3,"Subtopic"
8331,225,39,"Fractions of an Amount",3,"Subtopic"
8353,32,3,"Number",1,"Subject"
8353,71,3,"Geometry and Measure",1,"Subject"
8353,40,32,"Indices, Powers and Roots",2,"Topic"
8353,39,32,"Fractions",2,"Topic"
8353,178,71,"Perimeter and Area",2,"Topic"
8353,75,178,"Area of Simple Shapes",3,"Subtopic"
8353,86,178,"Perimeter",3,"Subtopic"
8353,228,39,"Ordering Fractions",3,"Subtopic"
8353,226,39,"Equivalent Fractions",3,"Subtopic"
8353,245,40,"Squares, Cubes, etc",3,"Subtopic"
8372,32,3,"Number",1,"Subject"
8372,37,32,"Factors, Multiples and Primes",2,"Topic"
8372,221,37,"Prime Numbers and Prime Factors",3,"Subtopic"
8387,32,3,"Number",1,"Subject"
8387,37,32,"Factors, Multiples and Primes",2,"Topic"
8387,219,37,"Factors and Highest Common Factor",3,"Subtopic"
8387,220,37,"Multiples and Lowest Common Multiple",3,"Subtopic"
8394,32,3,"Number",1,"Subject"
8394,141,32,"Rounding and Estimating",2,"Topic"
8394,214,141,"Rounding to Decimal Places",3,"Subtopic"
8394,213,141,"Rounding to the Nearest Whole (10, 100, etc)",3,"Subtopic"
8396,49,3,"Algebra",1,"Subject"
8396,81,49,"Co-ordinates",2,"Topic"
8396,406,81,"Naming Co-ordinates in 2D",3,"Subtopic"
8400,32,3,"Number",1,"Subject"
8400,144,32,"Basic Arithmetic",2,"Topic"
8400,207,144,"Written Multiplication",3,"Subtopic"
8407,101,3,"Data and Statistics",1,"Subject"
8407,342,101,"Data Representation",2,"Topic"
8407,117,342,"Time Series and Line Graphs",3,"Subtopic"
8411,101,3,"Data and Statistics",1,"Subject"
8411,342,101,"Data Representation",2,"Topic"
8411,109,342,"Pie Chart",3,"Subtopic"
8418,71,3,"Geometry and Measure",1,"Subject"
8418,178,71,"Perimeter and Area",2,"Topic"
8418,86,178,"Perimeter",3,"Subtopic"
8419,32,3,"Number",1,"Subject"
8419,39,32,"Fractions",2,"Topic"
8419,230,39,"Adding and Subtracting Fractions",3,"Subtopic"
8420,32,3,"Number",1,"Subject"
8420,37,32,"Factors, Multiples and Primes",2,"Topic"
8420,221,37,"Prime Numbers and Prime Factors",3,"Subtopic"
8421,32,3,"Number",1,"Subject"
8421,144,32,"Basic Arithmetic",2,"Topic"
8421,205,144,"Written Addition",3,"Subtopic"
8421,206,144,"Written Subtraction",3,"Subtopic"
8425,49,3,"Algebra",1,"Subject"
8425,61,49,"Sequences",2,"Topic"
8425,171,61,"Linear Sequences (nth term)",3,"Subtopic"
8431,32,3,"Number",1,"Subject"
8431,49,3,"Algebra",1,"Subject"
8431,255,49,"Algebraic Fractions",2,"Topic"
8431,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
8431,39,32,"Fractions",2,"Topic"
8431,230,39,"Adding and Subtracting Fractions",3,"Subtopic"
8431,237,38,"Converting between Fractions and Decimals",3,"Subtopic"
8431,1078,255,"Adding and Subtracting Algebraic Fractions",3,"Subtopic"
8445,49,3,"Algebra",1,"Subject"
8445,154,49,"Solving Equations",2,"Topic"
8445,64,154,"Linear Equations",3,"Subtopic"
8450,32,3,"Number",1,"Subject"
8450,40,32,"Indices, Powers and Roots",2,"Topic"
8450,47,40,"Standard Form",3,"Subtopic"
8463,49,3,"Algebra",1,"Subject"
8463,62,49,"Writing and Simplifying Expressions",2,"Topic"
8463,70,62,"Writing Expressions",3,"Subtopic"
8463,251,62,"Simplifying Expressions by Collecting Like Terms",3,"Subtopic"
8465,49,3,"Algebra",1,"Subject"
8465,152,49,"Expanding Brackets",2,"Topic"
8465,50,152,"Expanding Single Brackets",3,"Subtopic"
8470,49,3,"Algebra",1,"Subject"
8470,61,49,"Sequences",2,"Topic"
8470,171,61,"Linear Sequences (nth term)",3,"Subtopic"
8484,49,3,"Algebra",1,"Subject"
8484,154,49,"Solving Equations",2,"Topic"
8484,64,154,"Linear Equations",3,"Subtopic"
8500,32,3,"Number",1,"Subject"
8500,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
8500,239,38,"Converting between Decimals and Percentages",3,"Subtopic"
8500,238,38,"Converting between Fractions and Percentages",3,"Subtopic"
8500,237,38,"Converting between Fractions and Decimals",3,"Subtopic"
8505,32,3,"Number",1,"Subject"
8505,37,32,"Factors, Multiples and Primes",2,"Topic"
8505,40,32,"Indices, Powers and Roots",2,"Topic"
8505,221,37,"Prime Numbers and Prime Factors",3,"Subtopic"
8505,245,40,"Squares, Cubes, etc",3,"Subtopic"
8516,32,3,"Number",1,"Subject"
8516,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
8516,237,38,"Converting between Fractions and Decimals",3,"Subtopic"
8516,238,38,"Converting between Fractions and Percentages",3,"Subtopic"
8516,239,38,"Converting between Decimals and Percentages",3,"Subtopic"
8534,32,3,"Number",1,"Subject"
8534,37,32,"Factors, Multiples and Primes",2,"Topic"
8534,220,37,"Multiples and Lowest Common Multiple",3,"Subtopic"
8534,219,37,"Factors and Highest Common Factor",3,"Subtopic"
8536,32,3,"Number",1,"Subject"
8536,40,32,"Indices, Powers and Roots",2,"Topic"
8536,47,40,"Standard Form",3,"Subtopic"
8549,71,3,"Geometry and Measure",1,"Subject"
8549,174,71,"2D Names and Properties of Shapes",2,"Topic"
8549,84,174,"Properties of Polygons",3,"Subtopic"
8552,49,3,"Algebra",1,"Subject"
8552,154,49,"Solving Equations",2,"Topic"
8552,62,49,"Writing and Simplifying Expressions",2,"Topic"
8552,153,49,"Factorising",2,"Topic"
8552,156,49,"Formula",2,"Topic"
8552,52,153,"Factorising into a Single Bracket",3,"Subtopic"
8552,64,154,"Linear Equations",3,"Subtopic"
8552,67,156,"Substitution into Formula",3,"Subtopic"
8552,70,62,"Writing Expressions",3,"Subtopic"
8557,32,3,"Number",1,"Subject"
8557,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
8557,237,38,"Converting between Fractions and Decimals",3,"Subtopic"
8557,238,38,"Converting between Fractions and Percentages",3,"Subtopic"
8557,239,38,"Converting between Decimals and Percentages",3,"Subtopic"
8565,101,3,"Data and Statistics",1,"Subject"
8565,32,3,"Number",1,"Subject"
8565,144,32,"Basic Arithmetic",2,"Topic"
8565,338,101,"Data Processing",2,"Topic"
8565,339,338,"Range and Interquartile Range from a List of Data",3,"Subtopic"
8565,102,338,"Averages (mean, median, mode) from a List of Data",3,"Subtopic"
8565,202,144,"Place Value",3,"Subtopic"
8566,32,3,"Number",1,"Subject"
8566,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
8566,239,38,"Converting between Decimals and Percentages",3,"Subtopic"
8566,237,38,"Converting between Fractions and Decimals",3,"Subtopic"
8566,238,38,"Converting between Fractions and Percentages",3,"Subtopic"
8567,71,3,"Geometry and Measure",1,"Subject"
8567,178,71,"Perimeter and Area",2,"Topic"
8567,86,178,"Perimeter",3,"Subtopic"
8577,32,3,"Number",1,"Subject"
8577,144,32,"Basic Arithmetic",2,"Topic"
8577,36,32,"Decimals",2,"Topic"
8577,223,36,"Adding and Subtracting with Decimals",3,"Subtopic"
8577,203,144,"Mental Addition and Subtraction",3,"Subtopic"
8577,204,144,"Mental Multiplication and Division",3,"Subtopic"
8577,224,36,"Multiplying and Dividing with Decimals",3,"Subtopic"
8582,101,3,"Data and Statistics",1,"Subject"
8582,342,101,"Data Representation",2,"Topic"
8582,117,342,"Time Series and Line Graphs",3,"Subtopic"
8585,32,3,"Number",1,"Subject"
8585,38,32,"Fractions, Decimals and Percentage Equivalence",2,"Topic"
8585,239,38,"Converting between Decimals and Percentages",3,"Subtopic"
8585,237,38,"Converting between Fractions and Decimals",3,"Subtopic"
8585,238,38,"Converting between Fractions and Percentages",3,"Subtopic"
8592,32,3,"Number",1,"Subject"
8592,141,32,"Rounding and Estimating",2,"Topic"
8592,213,141,"Rounding to the Nearest Whole (10, 100, etc)",3,"Subtopic"
8593,32,3,"Number",1,"Subject"
8593,37,32,"Factors, Multiples and Primes",2,"Topic"
8593,221,37,"Prime Numbers and Prime Factors",3,"Subtopic"
8605,49,3,"Algebra",1,"Subject"
8605,54,49,"Straight Line Graphs",2,"Topic"
8605,261,54,"Gradient as change in y over change in x",3,"Subtopic"
8612,71,3,"Geometry and Measure",1,"Subject"
8612,278,71,"Transformations",2,"Topic"
8612,95,278,"Translation and Vectors",3,"Subtopic"
8616,32,3,"Number",1,"Subject"
8616,331,32,"Money",2,"Topic"
8616,332,331,"Currency Conversions",3,"Subtopic"
8617,71,3,"Geometry and Measure",1,"Subject"
