"QuestionId_DQ","InterventionId","MetaDataId","Text","Sequence","MetaDataTagId","Label"
134831,5905,37816,"Below is a number expressed as the product of its prime factors.
\(
2^{2} \times 3^{3} \times 5
\)

What is the number?",1,1,"Question Text"
134831,5905,37817,"\( 180 \)",2,3,"Answer A Text"
134831,5905,37818,"\( 540 \)",3,5,"Answer B Text"
134831,5905,37819,"\( 36 \)",4,7,"Answer C Text"
134831,5905,37820,"\( 360 \)",5,9,"Answer D Text"
77162,5914,5384,"The perimeter of the fence around the rectangular field is \( 90 \mathrm{~m} \)",1,1,"Question Text"
77162,5914,5385,"Find the missing length.",2,1,"Question Text"
77162,5914,5386,"A rectangle is shown with the width marked as 10m and the length marked with a question mark.",3,2,"Question Image"
77162,5914,5387,"\( 10 \mathrm{~m} \)",4,3,"Answer A Text"
77162,5914,5388,"\( 20 \mathrm{~m} \)",5,5,"Answer B Text"
77162,5914,5389,"\( 70 \mathrm{~m} \)",6,7,"Answer C Text"
77162,5914,5390,"\( 35 \mathrm{~m} \)",7,9,"Answer D Text"
135010,5923,35696,"The ratio of cars to bikes in a housing estate is \( 5: 2 \)

If there are \( 210 \) more cars than bikes, how many vehicles (cars and bikes) are there altogether?",1,1,"Question Text"
135010,5923,35697,"\( 1470 \)",2,3,"Answer A Text"
135010,5923,35698,"\( 210 \)",3,5,"Answer B Text"
135010,5923,35699,"\( 294 \)",4,7,"Answer C Text"
135010,5923,35700,"\( 490 \)",5,9,"Answer D Text"
101048,5942,3531,"Alex has two fraction cards.
\( \frac{5}{8} \quad \square\)
The product of the cards is \( \frac{1}{6} \) What is the other card?",1,1,"Question Text"
101048,5942,3532,"\( \frac{19}{24} \)",2,3,"Answer A Text"
101048,5942,3533,"\( \frac{5}{48} \)",3,5,"Answer B Text"
101048,5942,3534,"\( \frac{15}{4} \)",4,7,"Answer C Text"
101048,5942,3535,"\( \frac{4}{15} \)",5,9,"Answer D Text"
147440,5943,17239,"A function machine with 4 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and has ""input"" written above it. The next rectangle has ""÷ 6"" written inside it, the next rectangle has ""✕ 3"" written inside it and the final rectangle on the right is empty and has ""output"" written above it.",1,2,"Question Image"
147440,5943,17240,"How can you write this two-step function machine as a one-step function machine?",2,1,"Question Text"
147440,5943,17241,"A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and has ""input"" written above it.  The middle rectangle has ÷ 18 written inside it. The final rectangle on the right is empty and has ""output"" written above it.",3,4,"Answer A Image"
147440,5943,17242,"A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and has ""input"" written above it.  The middle rectangle has ÷ 2 written inside it. The final rectangle on the right is empty and has ""output"" written above it.",4,6,"Answer B Image"
147440,5943,17243,"A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and has ""input"" written above it.  The middle rectangle has ✕ 18 written inside it. The final rectangle on the right is empty and has ""output"" written above it.",5,8,"Answer C Image"
147440,5943,17244,"A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and has ""input"" written above it.  The middle rectangle has ✕ 2 written inside it. The final rectangle on the right is empty and has ""output"" written above it.",6,10,"Answer D Image"
76085,5947,13420,"Add brackets to this calculation so that the answer is \( 5 \)
\[
22-10+8 \div 4
\]",1,1,"Question Text"
76085,5947,13421,"\( 22-(10+8) \div 4 \)",2,3,"Answer A Text"
76085,5947,13422,"\( (22-10)+8 \div 4 \)",3,5,"Answer B Text"
76085,5947,13423,"\( (22-10+8) \div 4 \)",4,7,"Answer C Text"
76085,5947,13424,"\( 22-10+(8 \div 4) \)",5,9,"Answer D Text"
135049,5950,34820,"Between 2020 and 2021, the population of a country increased by
\(
140 \%
\)

In 2021, the population of the country was \( p \).

Which of the following would currently calculate the population of the country in 2020?",1,1,"Question Text"
135049,5950,34821,"\( p \div 1.4 \)",2,3,"Answer A Text"
135049,5950,34822,"\( p \times 0.6 \)",3,5,"Answer B Text"
135049,5950,34823,"\( p \times 1.4 \)",4,7,"Answer C Text"
135049,5950,34824,"\( p \div 2.4 \)",5,9,"Answer D Text"
109636,5951,17549,"The bar chart shows the pets owned by pupils in a class.

What fraction of pupils own \( 3 \) pets?",1,1,"Question Text"
109636,5951,17550,"A bar chart showing the number of pets students own. 5 boys and 4 girls own 0 pets, 5 boys and 6 girls own 1 pet, 2 boys and 4 girls own 2 pets, 2 boys and 2 girls own 3 pets and 1 boy owns 4 pets.",2,2,"Question Image"
109636,5951,17551,"\( \frac{2}{31} \)",3,3,"Answer A Text"
109636,5951,17552,"\( \frac{2}{9} \)",4,5,"Answer B Text"
109636,5951,17553,"\( \frac{3}{4} \)",5,7,"Answer C Text"
109636,5951,17554,"\( \frac{4}{31} \)",6,9,"Answer D Text"
106609,5953,12838,"Solve the equation:

\(
3 p=\frac{1}{12}
\)",1,1,"Question Text"
106609,5953,12839,"\( p=\frac{1}{4} \)",2,3,"Answer A Text"
106609,5953,12840,"\( p=\frac{1}{36} \)",3,5,"Answer B Text"
106609,5953,12841,"\( p=4 \)",4,7,"Answer C Text"
106609,5953,12842,"\( p=\frac{1}{9} \)",5,9,"Answer D Text"
78407,5955,52839,"A bag contains \( 5 \) blue counters and \( 3 \) yellow counters. The counters will not be replaced each time one is picked. What is the probability of getting two of the same coloured counters?",1,1,"Question Text"
78407,5955,52840,"A probability tree is set up with the First go having two options of blue at 5/8 and yellow at 3/8. The Second go options are drawn but no probabilities are filled in.",2,2,"Question Image"
78407,5955,52841,"\( \frac{20}{56} \)",3,3,"Answer A Text"
78407,5955,52842,"\( \frac{26}{56} \)",4,5,"Answer B Text"
78407,5955,52843,"\( \frac{34}{64} \)",5,7,"Answer C Text"
78407,5955,52844,"\( \frac{26}{64} \)",6,9,"Answer D Text"
145975,5957,16293,"The pie chart shows the favourite subjects of children at a school.

If \( 18 \) students chose Science, how many chose French?",1,1,"Question Text"
145975,5957,16294,"A pie chart split into four parts, labelled with school subjects. The part for Mathematics is 144 degrees, Science is 36 degrees, English is 72 degrees and French is 108 degrees.",2,2,"Question Image"
145975,5957,16295,"\( 36 \)",3,3,"Answer A Text"
145975,5957,16296,"\( 54 \)",4,5,"Answer B Text"
145975,5957,16297,"\( 108 \)",5,7,"Answer C Text"
145975,5957,16298,"\( 50 \)",6,9,"Answer D Text"
146170,5961,3384,"This is how Sabrina calculates the answer to \( 13 \times 7 \) mentally
First I multiplied \(10 \times 7 = 70\) 
Then I multiplied \( 3 \times 7 \), which is \( 21 \)
Then I added \( 70 \) and \( 21 \) to get \( 91 \).
So \( 13 \times 7=91 \)",1,1,"Question Text"
146170,5961,3385,"Sabrina uses the same method to calculate \( 47 \times 3 \). Which of the following shows how she would do this?",2,1,"Question Text"
146170,5961,3386,"\( \begin{array}{c}4 \times 3=12 \\ 7 \times 3=21 \\ 12+21=33\end{array} \)",3,3,"Answer A Text"
146170,5961,3387,"\( \begin{array}{c}40 \times 3=120 \\ 7+3=10 \\ 120+10=130\end{array} \)",4,5,"Answer B Text"
146170,5961,3388,"\( \begin{array}{c}40 \times 3=120 \\ 7 \times 3=21 \\ 120+21=230\end{array} \)",5,7,"Answer C Text"
146170,5961,3389,"\( \begin{array}{c}40 \times 3=120 \\ 7 \times 3=21 \\ 120+21=141\end{array} \)",6,9,"Answer D Text"
101422,5977,7165,"Jamison and Nathaniel share their profit in a ratio of \( 5: 3 \) 
Jamison gets \( £ 120 \) more than Nathaniel.
How much profit did they make altogether?",1,1,"Question Text"
101422,5977,7166,"\( £ 192 \)",2,3,"Answer A Text"
101422,5977,7167,"\( £ 480 \)",3,5,"Answer B Text"
101422,5977,7168,"\( £ 960 \)",4,7,"Answer C Text"
101422,5977,7169,"\( £ 300 \)",5,9,"Answer D Text"
75906,5982,1748,"Using the same number in each box, make the statement true.
\[
846 \square>84 \square 6
\]",1,1,"Question Text"
75906,5982,1749,"\( 6 \)",2,3,"Answer A Text"
75906,5982,1750,"\( 7 \)",3,5,"Answer B Text"
75906,5982,1751,"\( 9 \)",4,7,"Answer C Text"
75906,5982,1752,"\( 5 \)",5,9,"Answer D Text"
146290,5983,4438,"Leo and Lily are discussing \( 24 \times 18 \)
Leo says \( 9 \times 8 \times 3 \times 2 \) gives the same answer as \( 24 \times 18 \)
Lily says \( 20 \times 4 \times 10 \times 8 \) gives the same answer as \( 24 \times 18 \)
Who is correct?",1,1,"Question Text"
146290,5983,4439,"Only Leo",2,3,"Answer A Text"
146290,5983,4440,"Only Lily",3,5,"Answer B Text"
146290,5983,4441,"Both Leo and Lily",4,7,"Answer C Text"
146290,5983,4442,"Neither is correct",5,9,"Answer D Text"
146034,5984,11277,"What is the area of this parallelogram?",1,1,"Question Text"
146034,5984,11278,"A parallelogram with base length 6 mm and perpendicular height 1/4 cm.",2,2,"Question Image"
146034,5984,11279,"\( 1.5 \mathrm{~mm}^{2} \)",3,3,"Answer A Text"
146034,5984,11280,"\( 1.5 \mathrm{~cm}^{2} \)",4,5,"Answer B Text"
146034,5984,11281,"\( 15 \mathrm{~mm}^{2} \)",5,7,"Answer C Text"
146034,5984,11282,"\( 15 \mathrm{~cm}^{2} \)",6,9,"Answer D Text"
107306,5987,19775,"This is a part of the table of values for the equation
\[
y=2+3 x
\]",1,1,"Question Text"
107306,5987,19776,"\begin{tabular}{|c|c|}
\hline\( x \) & \( 0 \) \\
\hline\( y \) & \(\bigstar\)

\end{tabular}",2,1,"Question Text"
107306,5987,19777,"What should replace the star?",3,1,"Question Text"
107306,5987,19778,"\( 2 \)",4,3,"Answer A Text"
107306,5987,19779,"\( 3 \)",5,5,"Answer B Text"
107306,5987,19780,"\( 5 \)",6,7,"Answer C Text"
107306,5987,19781,"\( 32 \)",7,9,"Answer D Text"
100605,5988,3511,"Convert \( 3 \frac{2}{3} \) to an improper fraction.",1,1,"Question Text"
100605,5988,3512,"\( \frac{11}{3} \)",2,3,"Answer A Text"
100605,5988,3513,"\( \frac{5}{3} \)",3,5,"Answer B Text"
100605,5988,3514,"\( \frac{32}{3} \)",4,7,"Answer C Text"
100605,5988,3515,"\( \frac{11}{9} \)",5,9,"Answer D Text"
122114,5991,15808,"What should replace the star?",1,1,"Question Text"
122114,5991,15809,"\( 0.3 \div \bigstar=1.5 \)",2,1,"Question Text"
122114,5991,15810,"\( 0.5 \)",3,3,"Answer A Text"
122114,5991,15811,"\( 0.45 \)",4,5,"Answer B Text"
122114,5991,15812,"\( 1.8 \)",5,7,"Answer C Text"
122114,5991,15813,"\( 0.2 \)",6,9,"Answer D Text"
129133,5998,4362,"Jake and Lisa are discussing how to work out \( 192 \div 8 \)
Jake says you can do \( 192 \div 2 \div 2 \div 2 \)
Lisa says you can do \( (192 \div 10)-(192 \div 2) \)
Who is correct?",1,1,"Question Text"
129133,5998,4363,"Only Jake",2,3,"Answer A Text"
129133,5998,4364,"Only
Lisa",3,5,"Answer B Text"
129133,5998,4365,"Both Jake and Lisa",4,7,"Answer C Text"
129133,5998,4366,"Neither is correct",5,9,"Answer D Text"
89558,6021,2383,"Statement 1: \( \quad p \times(-q)=(-p) \times q \)
Statement 2: \( \quad-(q)^{2}=q^{2} \)
What can you say about the above statements, where \( p \) and \( q \) represent different numbers?",1,1,"Question Text"
89558,6021,2384,"Only statement \( 1 \) is true",2,3,"Answer A Text"
89558,6021,2385,"Only statement \( 2 \) is true",3,5,"Answer B Text"
89558,6021,2386,"Both statements are true",4,7,"Answer C Text"
89558,6021,2387,"Both statements are false",5,9,"Answer D Text"
76894,6023,2494," \(120 \) blue sheep and \( 90 \) yellow sheep are tested for a disease.
The pie charts show the results for each type of sheep.

From the tested sheep, are there more blue or yellow with the disease? By how many?",1,1,"Question Text"
76894,6023,2495,"diseased
\[
90^{\circ}
\]",2,2,"Question Image"
76894,6023,2496,"A pie chart showing a major sector coloured white showing 220 degrees and a minor sector coloured yellow containing the word diseased. ",3,2,"Question Image"
76894,6023,2497,"More blue, by \( 30 \)",4,3,"Answer A Text"
76894,6023,2498,"More blue, by \( 55 \)",5,5,"Answer B Text"
76894,6023,2499,"More blue, by \( 35 \)",6,7,"Answer C Text"
76894,6023,2500,"More yellow,
by \( 25 \)",7,9,"Answer D Text"
107349,6028,24210,"Alex and Sophie are arguing about points on the line
\(5 x+3 y=15\)

Alex says \( (6,-5) \) lies on the line \( \mathbf{5} \boldsymbol{x}+\mathbf{3} \boldsymbol{y}=\mathbf{1 5} \)

Sophie says \( (-6,15) \) lies on the line \( \mathbf{5} \boldsymbol{x}+\mathbf{3 y}=\mathbf{1 5} \)

Who is correct?",1,1,"Question Text"
107349,6028,24211,"Only
Alex",2,3,"Answer A Text"
107349,6028,24212,"Only Sophie",3,5,"Answer B Text"
107349,6028,24213,"Both Alex and Sophie",4,7,"Answer C Text"
107349,6028,24214,"Neither is correct",5,9,"Answer D Text"
103847,6030,8177,"What should replace the star?",1,1,"Question Text"
103847,6030,8178,"\( \frac{2}{3} \) of \( {\color{gold}\bigstar}=36 \)",2,1,"Question Text"
103847,6030,8179,"\( 24 \)",3,3,"Answer A Text"
103847,6030,8180,"\( 12 \)",4,5,"Answer B Text"
103847,6030,8181,"\( 54 \)",5,7,"Answer C Text"
103847,6030,8182,"\( 108 \)",6,9,"Answer D Text"
107906,6037,11807,"What values of \( y \) would make the range of this set of numbers equal to \( 7 \) ?
\( 3,4,8,10, y \)",1,1,"Question Text"
107906,6037,11808,"\( y \leq 10 \)",2,3,"Answer A Text"
107906,6037,11809,"\( y \geq 3 \)",3,5,"Answer B Text"
107906,6037,11810,"\( 10 \leq y \leq 3 \)",4,7,"Answer C Text"
107906,6037,11811,"\( 3 \leq y \leq 10 \)",5,9,"Answer D Text"
79026,6038,8956,"Which shape is NOT an isosceles triangle?",1,1,"Question Text"
79026,6038,8957,"Right angled isosceles triangle with right angle and equal sides marked",2,4,"Answer A Image"
79026,6038,8958,"Isosceles triangle with equal angles marked",3,6,"Answer B Image"
79026,6038,8959,"Isosceles triangle with equal sides marked",4,8,"Answer C Image"
79026,6038,8960,"Right angled triangle",5,10,"Answer D Image"
146170,6041,3384,"This is how Sabrina calculates the answer to \( 13 \times 7 \) mentally
First I multiplied \(10 \times 7 = 70\) 
Then I multiplied \( 3 \times 7 \), which is \( 21 \)
Then I added \( 70 \) and \( 21 \) to get \( 91 \).
So \( 13 \times 7=91 \)",1,1,"Question Text"
146170,6041,3385,"Sabrina uses the same method to calculate \( 47 \times 3 \). Which of the following shows how she would do this?",2,1,"Question Text"
146170,6041,3386,"\( \begin{array}{c}4 \times 3=12 \\ 7 \times 3=21 \\ 12+21=33\end{array} \)",3,3,"Answer A Text"
146170,6041,3387,"\( \begin{array}{c}40 \times 3=120 \\ 7+3=10 \\ 120+10=130\end{array} \)",4,5,"Answer B Text"
146170,6041,3388,"\( \begin{array}{c}40 \times 3=120 \\ 7 \times 3=21 \\ 120+21=230\end{array} \)",5,7,"Answer C Text"
146170,6041,3389,"\( \begin{array}{c}40 \times 3=120 \\ 7 \times 3=21 \\ 120+21=141\end{array} \)",6,9,"Answer D Text"
130059,6044,4863,"By comparing the fraction of the rectangle that is shaded in each diagram, decide which is the odd one out?",1,1,"Question Text"
130059,6044,4864,"A rectangle with 1/3 shaded in red",2,4,"Answer A Image"
130059,6044,4865,"A rectangle with 2/6 shaded in blue",3,6,"Answer B Image"
130059,6044,4866,"A rectangle with 3/9 shaded in purple",4,8,"Answer C Image"
130059,6044,4867,"A rectangle with 6/12 shaded in orange",5,10,"Answer D Image"
103817,6048,6159,"Simplify fully (if possible):

\( \frac{18}{30} \)",1,1,"Question Text"
103817,6048,6160,"\( \frac{4.5}{7.5} \)",2,3,"Answer A Text"
103817,6048,6161,"\( \frac{9}{15} \)",3,5,"Answer B Text"
103817,6048,6162,"\( \frac{3}{5} \)",4,7,"Answer C Text"
103817,6048,6163,"Cannot be simplified",5,9,"Answer D Text"
106965,6050,15814,"Max and Lila are discussing the sequence:
\[
3,9,15,21,27,33,39, \ldots
\]

Max says the \( 100^{\text {th }} \) term is odd.

Lila says the \( 100^{\text {th }} \) term is a multiple of \( 3 \).
Who is correct?",1,1,"Question Text"
106965,6050,15815,"Only
Max",2,3,"Answer A Text"
106965,6050,15816,"Only
Lila",3,5,"Answer B Text"
106965,6050,15817,"Both Max and Lila",4,7,"Answer C Text"
106965,6050,15818,"Neither is correct",5,9,"Answer D Text"
101073,6058,3332,"What fraction should replace the star?",1,1,"Question Text"
101073,6058,3333,"\( 0.39-{\star}=0.34 \)",2,1,"Question Text"
101073,6058,3334,"\( \frac{1}{5} \)",3,3,"Answer A Text"
101073,6058,3335,"\( \frac{1}{50} \)",4,5,"Answer B Text"
101073,6058,3336,"\( \frac{5}{50} \)",5,7,"Answer C Text"
101073,6058,3337,"\( \frac{1}{20} \)",6,9,"Answer D Text"
99558,6062,3643,"Sam and Clark are still arguing about the number expressed as \( 2^{2} \times 3^{3} \times 
5^{2}\)
Jo says \( 6 \) is a factor of the number.
Paul says \( 45 \) is a factor of the number.
Who is correct?",1,1,"Question Text"
99558,6062,3644,"Only
Jo",2,3,"Answer A Text"
99558,6062,3645,"Only
Paul",3,5,"Answer B Text"
99558,6062,3646,"Both Sam and Clark",4,7,"Answer C Text"
99558,6062,3647,"Neither is correct",5,9,"Answer D Text"
89318,6066,2348,"\( \frac{1+3 \times 4}{2}= \)",1,1,"Question Text"
89318,6066,2349,"\( 12.5 \)",2,3,"Answer A Text"
89318,6066,2350,"\( 8 \)",3,5,"Answer B Text"
89318,6066,2351,"\( 7 \)",4,7,"Answer C Text"
89318,6066,2352,"\( 6.5 \)",5,9,"Answer D Text"
107360,6072,21780,"This is a sketch of the line \( y=-\frac{1}{2} x+2 \) 
What are the coordinates of the point \( Q \) ?",1,1,"Question Text"
107360,6072,21781,"A straight line graph that crosses the x axis at the point Q.",2,2,"Question Image"
107360,6072,21782,"\( (4,0) \)",3,3,"Answer A Text"
107360,6072,21783,"\( (2,0) \)",4,5,"Answer B Text"
107360,6072,21784,"\( (1,0) \)",5,7,"Answer C Text"
107360,6072,21785,"\( \left(1 \frac{1}{2}, 0\right) \)",6,9,"Answer D Text"
100568,6075,36178,"Leo and Clara are arguing equivalent fractions.
Leo says \( \frac{9}{15}=\frac{12}{20} \)
Clara says \( \frac{9}{15}=\frac{15}{21} \)
Who is correct?",1,1,"Question Text"
100568,6075,36179,"Only
Leo",2,3,"Answer A Text"
100568,6075,36180,"Only
Clara",3,5,"Answer B Text"
100568,6075,36181,"Both Leo and Clara",4,7,"Answer C Text"
100568,6075,36182,"Neither is correct",5,9,"Answer D Text"
146980,6095,20917,"Jake and Emma are discussing factors of \( \mathbf{1 2 y}+\mathbf{6} \)
Jake says \( y \) is a factor of \( 12 y+6 \)
Emma says \( 3 \) is a factor of \( 12 y+6 \)
Who do you agree with?",1,1,"Question Text"
146980,6095,20918,"Only
Jake",2,3,"Answer A Text"
146980,6095,20919,"Only Emma",3,5,"Answer B Text"
146980,6095,20920,"Both Jake and Emma",4,7,"Answer C Text"
146980,6095,20921,"Neither is correct",5,9,"Answer D Text"
135069,6096,34700,"Between 2018 and 2020, the population of a country increased by
\(
130 \%
\)

In 2020, the population of the country was \( p \).

Which of the following would currently calculate the population of the country in 2018 ?",1,1,"Question Text"
135069,6096,34701,"\( p \times 2.3 \)",2,3,"Answer A Text"
135069,6096,34702,"\( p \times 0.7 \)",3,5,"Answer B Text"
135069,6096,34703,"\( p \div 2.3 \)",4,7,"Answer C Text"
135069,6096,34704,"\( p \div 1.3 \)",5,9,"Answer D Text"
109407,6111,9341,"Martha has answered a question on perimeter and worked out an answer of \( 120 \).

Behind the star she has written the units that she used.

Which of the following units is definitely wrong?",1,1,"Question Text"
109407,6111,9342,"\( 120 \color{yellow}\bigstar \)",2,1,"Question Text"
109407,6111,9343,"\( m \)",3,3,"Answer A Text"
109407,6111,9344,"\( \mathrm{km} \)",4,5,"Answer B Text"
109407,6111,9345,"\( 11 \)",5,7,"Answer C Text"
109407,6111,9346,"\( m g \)",6,9,"Answer D Text"
147249,6124,6221,"Without drawing any more terms, how many circles do you predict will be in the \( 5 \) th term of this sequence?",1,1,"Question Text"
147249,6124,6222,"A diagram showing the first 3 patterns in a sequence. Pattern 1 is a rectangle with a total of 6 circles surrounding it. Pattern 2 is 2 rectangles with a total of 10 circles surrounding it. Pattern 3 is 3 rectangles with a total of 14 circles surrounding it.",2,2,"Question Image"
147249,6124,6223,"\( 30 \)",3,3,"Answer A Text"
147249,6124,6224,"\( 18 \)",4,5,"Answer B Text"
147249,6124,6225,"\( 24 \)",5,7,"Answer C Text"
147249,6124,6226,"\( 22 \)",6,9,"Answer D Text"
129175,6126,12268,"Liam and Emily are discussing how to calculate the size of each interior angle in a regular \( 20 \) sided shape

Liam says you can do \( \frac{18 \times 180}{20} \)

Emily says you can do \( 180-\frac{360}{20} \)

Who is correct?",1,1,"Question Text"
